model,register,rarity,layer,auroc,ci_lo,ci_hi,n
gemma-3-4b-it,patient,rare,23,0.6897506925207756,0.6045360110803324,0.7784106648199446,76.0
gemma-3-4b-it,clinical_note,common,23,0.6167322787103007,0.5891007124743389,0.6451784808597997,910.0
gemma-3-4b-it,clinical_note,rare,23,0.6502770083102493,0.5498268698060942,0.7493247922437672,76.0
gemma-3-4b-it,colloquial,common,23,0.6294263977780461,0.602646540272914,0.6550324839995169,910.0
gemma-3-4b-it,colloquial,rare,23,0.7271468144044322,0.6419667590027701,0.8185768698060942,76.0
gemma-3-4b-it,textbook,common,25,0.7641466727025803,0.7032565640561339,0.8252659574468084,188.0
gemma-3-4b-it,textbook,rare,25,0.75,0.25,1.0,8.0
gemma-3-4b-it,patient,common,25,0.6843183190435937,0.6591182224369037,0.7124273638449461,910.0
gemma-3-4b-it,patient,rare,25,0.7513850415512465,0.6620152354570638,0.8435076177285319,76.0
gemma-3-4b-it,clinical_note,common,25,0.5834947470112305,0.5558146359135371,0.6119513343799058,910.0
gemma-3-4b-it,clinical_note,rare,25,0.6267313019390581,0.5221260387811635,0.7320117728531856,76.0
gemma-3-4b-it,colloquial,common,25,0.6282236444873808,0.6000719719840599,0.6544393189228354,910.0
gemma-3-4b-it,colloquial,rare,25,0.7409972299168974,0.6495671745152355,0.8372576177285319,76.0
llama-3-8b-instruct,textbook,common,1,0.7129923042100498,0.6445110909913989,0.7758148483476687,188.0
llama-3-8b-instruct,textbook,rare,1,0.5625,0.25,0.8125,8.0
llama-3-8b-instruct,patient,common,1,0.682589059292356,0.6556443666223887,0.7117715251781186,910.0
llama-3-8b-instruct,patient,rare,1,0.6994459833795014,0.5823753462603878,0.8040685595567867,76.0
llama-3-8b-instruct,clinical_note,common,1,0.4372708610071247,0.4078297307088516,0.4678133075715493,910.0
llama-3-8b-instruct,clinical_note,rare,1,0.3303324099722992,0.2084314404432133,0.4501558171745152,76.0
llama-3-8b-instruct,colloquial,common,1,0.662494867769593,0.6345406351889868,0.6899186088636637,910.0
llama-3-8b-instruct,colloquial,rare,1,0.7167590027700831,0.6191135734072022,0.8095914127423823,76.0
llama-3-8b-instruct,textbook,common,3,0.7060887279311906,0.6365946129470349,0.7675588501584427,188.0
llama-3-8b-instruct,textbook,rare,3,0.625,0.25,1.0,8.0
llama-3-8b-instruct,patient,common,3,0.6944571911604878,0.668069436058447,0.7201758241758243,910.0
llama-3-8b-instruct,patient,rare,3,0.7465373961218836,0.6440096952908587,0.8317347645429363,76.0
llama-3-8b-instruct,clinical_note,common,3,0.564632290786137,0.5416345851950247,0.5874538099263373,910.0
llama-3-8b-instruct,clinical_note,rare,3,0.5824099722991689,0.5103704986149584,0.659314404432133,76.0
llama-3-8b-instruct,colloquial,common,3,0.6173457311918851,0.587542325806062,0.6461645936481102,910.0
llama-3-8b-instruct,colloquial,rare,3,0.6682825484764543,0.5657894736842105,0.7555747922437673,76.0
llama-3-8b-instruct,textbook,common,5,0.7378904481665912,0.6808171118153009,0.7944856269805342,188.0
llama-3-8b-instruct,textbook,rare,5,0.5,0.1875,0.8125,8.0
llama-3-8b-instruct,patient,common,5,0.6291269170390049,0.6038107716459364,0.6547121120637603,910.0
llama-3-8b-instruct,patient,rare,5,0.6163434903047091,0.507531163434903,0.7230090027700832,76.0
llama-3-8b-instruct,clinical_note,common,5,0.5061852433281004,0.4819166767298635,0.5310404540514431,910.0
llama-3-8b-instruct,clinical_note,rare,5,0.5034626038781164,0.4307132963988919,0.5782721606648199,76.0
llama-3-8b-instruct,colloquial,common,5,0.5782634947470111,0.5526133317232219,0.6063294288129454,910.0
llama-3-8b-instruct,colloquial,rare,5,0.6398891966759004,0.5533240997229917,0.727856648199446,76.0
llama-3-8b-instruct,textbook,common,7,0.7311000452693527,0.6678191489361702,0.7895031688546852,188.0
llama-3-8b-instruct,textbook,rare,7,0.6875,0.25,1.0,8.0
llama-3-8b-instruct,patient,common,7,0.6643786982248521,0.6387366863905325,0.6904105784325565,910.0
llama-3-8b-instruct,patient,rare,7,0.6814404432132964,0.5879328254847646,0.7787396121883656,76.0
llama-3-8b-instruct,clinical_note,common,7,0.5298297307088516,0.5075513826832508,0.5502215915952179,910.0
llama-3-8b-instruct,clinical_note,rare,7,0.5671745152354571,0.4771468144044322,0.6669494459833795,76.0
llama-3-8b-instruct,colloquial,common,7,0.6243497162178482,0.5985271706315662,0.6490391257094554,910.0
llama-3-8b-instruct,colloquial,rare,7,0.6873268698060941,0.5934903047091413,0.7846346952908586,76.0
llama-3-8b-instruct,textbook,common,9,0.6891127206880943,0.626403349932096,0.7503451788139428,188.0
llama-3-8b-instruct,textbook,rare,9,0.875,0.75,1.0,8.0
llama-3-8b-instruct,patient,common,9,0.6665281970776477,0.6439753652940466,0.6902000362275088,910.0
llama-3-8b-instruct,patient,rare,9,0.6748614958448753,0.6004068559556787,0.7586738227146814,76.0
llama-3-8b-instruct,clinical_note,common,9,0.5916821639898563,0.5704332810047096,0.6152277502717064,910.0
llama-3-8b-instruct,clinical_note,rare,9,0.5706371191135734,0.5020602493074793,0.6509868421052631,76.0
llama-3-8b-instruct,colloquial,common,9,0.6527110252384977,0.6274532665137061,0.6793721168940948,910.0
llama-3-8b-instruct,colloquial,rare,9,0.6945983379501386,0.5948753462603878,0.7908587257617729,76.0
llama-3-8b-instruct,textbook,common,11,0.7469443186962426,0.6878593254866455,0.802747283838841,188.0
llama-3-8b-instruct,textbook,rare,11,0.9375,0.4375,1.0,8.0
llama-3-8b-instruct,patient,common,11,0.6714599686028258,0.6472236444873807,0.6955835044076804,910.0
llama-3-8b-instruct,patient,rare,11,0.7222991689750692,0.6342970914127424,0.810266620498615,76.0
llama-3-8b-instruct,clinical_note,common,11,0.62719961357324,0.5997967636758845,0.6546772128969932,910.0
llama-3-8b-instruct,clinical_note,rare,11,0.6045706371191136,0.5249134349030471,0.6897680055401662,76.0
llama-3-8b-instruct,colloquial,common,11,0.6594445115324237,0.6357464074387151,0.6855392464678178,910.0
llama-3-8b-instruct,colloquial,rare,11,0.7576177285318559,0.6835006925207757,0.8331371191135735,76.0
llama-3-8b-instruct,textbook,common,13,0.7488682661837935,0.6906914893617021,0.8047787460389316,188.0
llama-3-8b-instruct,textbook,rare,13,0.9375,0.75,1.0,8.0
llama-3-8b-instruct,patient,common,13,0.712756913416254,0.6908369158314214,0.7359993358290061,910.0
llama-3-8b-instruct,patient,rare,13,0.7032548476454293,0.6260041551246538,0.7882271468144043,76.0
llama-3-8b-instruct,clinical_note,common,13,0.7148170510807872,0.6883360705228837,0.7416894094916073,910.0
llama-3-8b-instruct,clinical_note,rare,13,0.7209141274238227,0.6315616343490305,0.8116516620498615,76.0
llama-3-8b-instruct,colloquial,common,13,0.6714261562613211,0.6458629392585437,0.6984242241275208,910.0
llama-3-8b-instruct,colloquial,rare,13,0.832409972299169,0.7534452908587259,0.9155124653739612,76.0
llama-3-8b-instruct,textbook,common,15,0.7875735626980533,0.7221395427795382,0.8456315074694432,188.0
llama-3-8b-instruct,textbook,rare,15,0.9375,0.8125,1.0,8.0
llama-3-8b-instruct,patient,common,15,0.7456925492090327,0.7226204564666103,0.770014249486777,910.0
llama-3-8b-instruct,patient,rare,15,0.7562326869806094,0.6668801939058171,0.8518178670360111,76.0
llama-3-8b-instruct,clinical_note,common,15,0.7387513585315784,0.7141875377369883,0.7624492211085617,910.0
llama-3-8b-instruct,clinical_note,rare,15,0.801939058171745,0.7271468144044321,0.8829813019390582,76.0
llama-3-8b-instruct,colloquial,common,15,0.6875787948315422,0.6621794469266997,0.7151790846516121,910.0
llama-3-8b-instruct,colloquial,rare,15,0.7396121883656509,0.6488746537396122,0.8303670360110803,76.0
llama-3-8b-instruct,textbook,common,17,0.7719556360344048,0.7109551833408783,0.8248104345857854,188.0
llama-3-8b-instruct,textbook,rare,17,0.8125,0.75,1.0,8.0
llama-3-8b-instruct,patient,common,17,0.7746310832025117,0.7519178843134887,0.798788189832146,910.0
llama-3-8b-instruct,patient,rare,17,0.7590027700831026,0.6772680055401662,0.8448926592797783,76.0
llama-3-8b-instruct,clinical_note,common,17,0.7279024272430866,0.7028419273034658,0.7512121724429416,910.0
llama-3-8b-instruct,clinical_note,rare,17,0.8088642659279779,0.7313019390581718,0.8850415512465374,76.0
llama-3-8b-instruct,colloquial,common,17,0.7207970051926095,0.6946740731795678,0.7465283178360103,910.0
llama-3-8b-instruct,colloquial,rare,17,0.7534626038781164,0.6585353185595568,0.8372749307479224,76.0
llama-3-8b-instruct,textbook,common,19,0.7685604345857854,0.700427229515618,0.8265334993209597,188.0
llama-3-8b-instruct,textbook,rare,19,0.875,0.75,1.0,8.0
llama-3-8b-instruct,patient,common,19,0.7729211447892768,0.7491836734693876,0.7994073179567686,910.0
llama-3-8b-instruct,patient,rare,19,0.796398891966759,0.7146814404432134,0.877441135734072,76.0
llama-3-8b-instruct,clinical_note,common,19,0.7122521434609346,0.688373988648714,0.7366400193213379,910.0
llama-3-8b-instruct,clinical_note,rare,19,0.8123268698060941,0.7340373961218837,0.8919840720221607,76.0
llama-3-8b-instruct,colloquial,common,19,0.7397222557662118,0.7128422895785532,0.7658217606569256,910.0
llama-3-8b-instruct,colloquial,rare,19,0.8240997229916898,0.7375,0.9002943213296399,76.0
llama-3-8b-instruct,textbook,common,21,0.7632412856496151,0.6890731100045269,0.8227818017202354,188.0
llama-3-8b-instruct,textbook,rare,21,0.9375,0.8125,1.0,8.0
llama-3-8b-instruct,patient,common,21,0.7780074870184761,0.7543423499577346,0.8056811979229562,910.0
llama-3-8b-instruct,patient,rare,21,0.8227146814404432,0.7457929362880886,0.8961391966759003,76.0
llama-3-8b-instruct,clinical_note,common,21,0.6798405989614781,0.6551002294408887,0.7051527593285836,910.0
llama-3-8b-instruct,clinical_note,rare,21,0.7437673130193906,0.6523545706371191,0.8400450138504155,76.0
llama-3-8b-instruct,colloquial,common,21,0.7206231131505857,0.691192609588214,0.7490062794348509,910.0
llama-3-8b-instruct,colloquial,rare,21,0.8144044321329641,0.7181440443213296,0.8940616343490305,76.0
llama-3-8b-instruct,textbook,common,23,0.7894975101856043,0.7250905387052965,0.8436028746038932,188.0
llama-3-8b-instruct,textbook,rare,23,0.875,0.75,1.0,8.0
llama-3-8b-instruct,patient,common,23,0.7859678782755706,0.7615100833232701,0.812392947711629,910.0
llama-3-8b-instruct,patient,rare,23,0.8102493074792243,0.739612188365651,0.8878116343490304,76.0
llama-3-8b-instruct,clinical_note,common,23,0.6680594131143582,0.6429843014128729,0.693724187900012,910.0
llama-3-8b-instruct,clinical_note,rare,23,0.7451523545706371,0.6606475069252078,0.8331198060941829,76.0
llama-3-8b-instruct,colloquial,common,23,0.7147832387392827,0.6870815118946986,0.7422986354305036,910.0
llama-3-8b-instruct,colloquial,rare,23,0.806786703601108,0.718126731301939,0.8864265927977839,76.0
llama-3-8b-instruct,textbook,common,25,0.7930058850158442,0.729034631054776,0.8489135355364419,188.0
llama-3-8b-instruct,textbook,rare,25,0.875,0.75,1.0,8.0
llama-3-8b-instruct,patient,common,25,0.7653181982852313,0.7406254075594735,0.7912050476995532,910.0
llama-3-8b-instruct,patient,rare,25,0.7804709141274239,0.7042763157894738,0.8594702216066481,76.0
llama-3-8b-instruct,clinical_note,common,25,0.6866706919454172,0.660493901702693,0.713427967636759,910.0
llama-3-8b-instruct,clinical_note,rare,25,0.7659279778393352,0.6799861495844874,0.8518005540166205,76.0
llama-3-8b-instruct,colloquial,common,25,0.7188697017268446,0.6919204202391016,0.746182103610675,910.0
llama-3-8b-instruct,colloquial,rare,25,0.7998614958448753,0.7215893351800555,0.873961218836565,76.0
llama-3-8b-instruct,textbook,common,27,0.7761430511543684,0.7100469669533725,0.8312669760072431,188.0
llama-3-8b-instruct,textbook,rare,27,0.75,0.6875,1.0,8.0
llama-3-8b-instruct,patient,common,27,0.7649993962081874,0.7401263132471925,0.7916606690013284,910.0
llama-3-8b-instruct,patient,rare,27,0.7873961218836565,0.7056440443213297,0.8691481994459833,76.0
llama-3-8b-instruct,clinical_note,common,27,0.7123197681439439,0.6868651129090692,0.7387915710662962,910.0
llama-3-8b-instruct,clinical_note,rare,27,0.7950138504155124,0.7112015235457063,0.8753635734072022,76.0
llama-3-8b-instruct,colloquial,common,27,0.7270426277019684,0.6986520951575896,0.7555815722738799,910.0
llama-3-8b-instruct,colloquial,rare,27,0.8421052631578947,0.7638331024930749,0.919702216066482,76.0
llama-3-8b-instruct,textbook,common,29,0.7957220461747396,0.73415572657311,0.8498217519239475,188.0
llama-3-8b-instruct,textbook,rare,29,0.6875,0.25,1.0,8.0
llama-3-8b-instruct,patient,common,29,0.7597995411182225,0.733678360101437,0.7855601376645334,910.0
llama-3-8b-instruct,patient,rare,29,0.768005540166205,0.6779605263157895,0.8573407202216066,76.0
llama-3-8b-instruct,clinical_note,common,29,0.7259171597633136,0.7025909914261563,0.7525301292114479,910.0
llama-3-8b-instruct,clinical_note,rare,29,0.7832409972299169,0.7049688365650969,0.8649757617728532,76.0
llama-3-8b-instruct,colloquial,common,29,0.7161115807269653,0.688367226180413,0.7445831421325927,910.0
llama-3-8b-instruct,colloquial,rare,29,0.8109418282548476,0.7312846260387812,0.8919667590027701,76.0
llama-3-8b-instruct,textbook,common,31,0.7927795382526029,0.7307520371208692,0.8415770710728837,188.0
llama-3-8b-instruct,textbook,rare,31,0.6875,0.25,1.0,8.0
llama-3-8b-instruct,patient,common,31,0.756626011351286,0.7319116652578193,0.7840233063639658,910.0
llama-3-8b-instruct,patient,rare,31,0.7749307479224377,0.6939058171745153,0.8538954293628808,76.0
llama-3-8b-instruct,clinical_note,common,31,0.7320227025721531,0.7084553797850502,0.757509358773095,910.0
llama-3-8b-instruct,clinical_note,rare,31,0.8524930747922437,0.772143351800554,0.922437673130194,76.0
llama-3-8b-instruct,colloquial,common,31,0.7152759328583504,0.6871422533510446,0.7429786257698346,910.0
llama-3-8b-instruct,colloquial,rare,31,0.8144044321329639,0.7271121883656511,0.8961218836565096,76.0
